site_id,asset_class,asset_label,asset_rank,map_color,name,status,country,lat,lon,geometry_role,primary_provider,primary_dataset,provider_priority,provider_sources,source_datasets,source_ids,provider_classes,subclasses,record_count
site_4681,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,16.93165,53.98746,site,OGIM,ogim,1,OGIM,ogim,138604,NATURAL GAS FLARING DETECTIONS,,1
site_4682,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,17.28223,42.40564,site,OGIM,ogim,1,OGIM,ogim,143537,NATURAL GAS FLARING DETECTIONS,,1
site_4683,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,17.99752,55.16183,site,OGIM,ogim,1,OGIM,ogim,136234,NATURAL GAS FLARING DETECTIONS,,1
site_4684,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.01292,54.57274,site,OGIM,ogim,1,OGIM,ogim,135241,NATURAL GAS FLARING DETECTIONS,,1
site_4685,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.02169,55.2569,site,OGIM,ogim,1,OGIM,ogim,141795,NATURAL GAS FLARING DETECTIONS,,1
site_4686,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.03381,54.64191,site,OGIM,ogim,1,OGIM,ogim,134935,NATURAL GAS FLARING DETECTIONS,,1
site_4687,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.12646,55.2305,site,OGIM,ogim,1,OGIM,ogim,137671,NATURAL GAS FLARING DETECTIONS,,1
site_4688,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.17215,55.25394,site,OGIM,ogim,1,OGIM,ogim,135010,NATURAL GAS FLARING DETECTIONS,,1
site_4689,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.17972,54.61819,site,OGIM,ogim,1,OGIM,ogim,138935,NATURAL GAS FLARING DETECTIONS,,1
site_4690,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.32052,55.10412,site,OGIM,ogim,1,OGIM,ogim,135153,NATURAL GAS FLARING DETECTIONS,,1
site_4691,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.32633,55.68086,site,OGIM,ogim,1,OGIM,ogim,135595,NATURAL GAS FLARING DETECTIONS,,1
site_4692,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.4347,55.18569,site,OGIM,ogim,1,OGIM,ogim,137970,NATURAL GAS FLARING DETECTIONS,,1
site_4693,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.43504,55.79387,site,OGIM,ogim,1,OGIM,ogim,135679,NATURAL GAS FLARING DETECTIONS,,1
site_4694,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.55749,55.87031,site,OGIM,ogim,1,OGIM,ogim,135040,NATURAL GAS FLARING DETECTIONS,,1
site_4695,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.63762,55.4062,site,OGIM,ogim,1,OGIM,ogim,138145,NATURAL GAS FLARING DETECTIONS,,1
site_4696,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.64306,55.41848,site,OGIM,ogim,1,OGIM,ogim,142609,NATURAL GAS FLARING DETECTIONS,,1
site_4697,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.68787,55.50595,site,OGIM,ogim,1,OGIM,ogim,134913,NATURAL GAS FLARING DETECTIONS,,1
site_4698,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.69703,55.49065,site,OGIM,ogim,1,OGIM,ogim,138673,NATURAL GAS FLARING DETECTIONS,,1
site_4699,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.71055,55.34326,site,OGIM,ogim,1,OGIM,ogim,137685,NATURAL GAS FLARING DETECTIONS,,1
site_4700,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,18.85751,56.31012,site,OGIM,ogim,1,OGIM,ogim,138217,NATURAL GAS FLARING DETECTIONS,,1
site_4701,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.11999,56.07349,site,OGIM,ogim,1,OGIM,ogim,142654,NATURAL GAS FLARING DETECTIONS,,1
site_4702,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.21533,53.281,site,OGIM,ogim,1,OGIM,ogim,143179,NATURAL GAS FLARING DETECTIONS,,1
site_4703,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.25994,56.46578,site,OGIM,ogim,1,OGIM,ogim,136339,NATURAL GAS FLARING DETECTIONS,,1
site_4704,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.26582,56.17842,site,OGIM,ogim,1,OGIM,ogim,135402,NATURAL GAS FLARING DETECTIONS,,1
site_4705,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.33564,56.47017,site,OGIM,ogim,1,OGIM,ogim,135232,NATURAL GAS FLARING DETECTIONS,,1
site_4706,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.35351,56.17074,site,OGIM,ogim,1,OGIM,ogim,142296,NATURAL GAS FLARING DETECTIONS,,1
site_4707,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.34534,56.44724,site,OGIM,ogim,1,OGIM,ogim,137725,NATURAL GAS FLARING DETECTIONS,,1
site_4708,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.3488,56.46095,site,OGIM,ogim,1,OGIM,ogim,135689,NATURAL GAS FLARING DETECTIONS,,1
site_4709,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.35072,56.48959,site,OGIM,ogim,1,OGIM,ogim,138915,NATURAL GAS FLARING DETECTIONS,,1
site_4710,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.37498,56.49902,site,OGIM,ogim,1,OGIM,ogim,134938,NATURAL GAS FLARING DETECTIONS,,1
site_4711,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.37769,56.15183,site,OGIM,ogim,1,OGIM,ogim,143182,NATURAL GAS FLARING DETECTIONS,,1
site_4712,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.58197,55.75463,site,OGIM,ogim,1,OGIM,ogim,135994,NATURAL GAS FLARING DETECTIONS,,1
site_4713,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,19.91684,58.08504,site,OGIM,ogim,1,OGIM,ogim,136424,NATURAL GAS FLARING DETECTIONS,,1
site_4714,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.02709,56.14986,site,OGIM,ogim,1,OGIM,ogim,136976,NATURAL GAS FLARING DETECTIONS,,1
site_4715,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.22687,55.74083,site,OGIM,ogim,1,OGIM,ogim,139203,NATURAL GAS FLARING DETECTIONS,,1
site_4716,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.37559,55.93475,site,OGIM,ogim,1,OGIM,ogim,135253,NATURAL GAS FLARING DETECTIONS,,1
site_4717,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.55858,56.42058,site,OGIM,ogim,1,OGIM,ogim,135173,NATURAL GAS FLARING DETECTIONS,,1
site_4718,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.678,55.48039,site,OGIM,ogim,1,OGIM,ogim,137429,NATURAL GAS FLARING DETECTIONS,,1
site_4719,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.70699,55.43177,site,OGIM,ogim,1,OGIM,ogim,139247,NATURAL GAS FLARING DETECTIONS,,1
site_4720,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.88153,57.60315,site,OGIM,ogim,1,OGIM,ogim,137102,NATURAL GAS FLARING DETECTIONS,,1
site_4721,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.94065,55.84648,site,OGIM,ogim,1,OGIM,ogim,143180,NATURAL GAS FLARING DETECTIONS,,1
site_4722,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.98768,56.77442,site,OGIM,ogim,1,OGIM,ogim,135907,NATURAL GAS FLARING DETECTIONS,,1
site_4723,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.98622,57.79835,site,OGIM,ogim,1,OGIM,ogim,135258,NATURAL GAS FLARING DETECTIONS,,1
site_4724,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.00202,56.5314,site,OGIM,ogim,1,OGIM,ogim,136725,NATURAL GAS FLARING DETECTIONS,,1
site_4725,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,20.99977,57.61047,site,OGIM,ogim,1,OGIM,ogim,134759,NATURAL GAS FLARING DETECTIONS,,1
site_4726,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.16779,55.83724,site,OGIM,ogim,1,OGIM,ogim,136589,NATURAL GAS FLARING DETECTIONS,,1
site_4727,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.22268,55.80886,site,OGIM,ogim,1,OGIM,ogim,140561,NATURAL GAS FLARING DETECTIONS,,1
site_4728,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.2471,56.34768,site,OGIM,ogim,1,OGIM,ogim,141880,NATURAL GAS FLARING DETECTIONS,,1
site_4729,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.2937,57.09806,site,OGIM,ogim,1,OGIM,ogim,137562,NATURAL GAS FLARING DETECTIONS,,1
site_4730,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.29756,56.37293,site,OGIM,ogim,1,OGIM,ogim,141926,NATURAL GAS FLARING DETECTIONS,,1
site_4731,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.29621,56.38572,site,OGIM,ogim,1,OGIM,ogim,137969,NATURAL GAS FLARING DETECTIONS,,1
site_4732,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.30342,57.79893,site,OGIM,ogim,1,OGIM,ogim,134666,NATURAL GAS FLARING DETECTIONS,,1
site_4733,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.30867,55.81138,site,OGIM,ogim,1,OGIM,ogim,141608,NATURAL GAS FLARING DETECTIONS,,1
site_4734,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.31444,57.74327,site,OGIM,ogim,1,OGIM,ogim,139701,NATURAL GAS FLARING DETECTIONS,,1
site_4735,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.31723,56.36999,site,OGIM,ogim,1,OGIM,ogim,138898,NATURAL GAS FLARING DETECTIONS,,1
site_4736,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.332,56.37985,site,OGIM,ogim,1,OGIM,ogim,138193,NATURAL GAS FLARING DETECTIONS,,1
site_4737,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.33227,56.69909,site,OGIM,ogim,1,OGIM,ogim,135141,NATURAL GAS FLARING DETECTIONS,,1
site_4738,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.36389,56.67822,site,OGIM,ogim,1,OGIM,ogim,143186,NATURAL GAS FLARING DETECTIONS,,1
site_4739,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.36653,56.33673,site,OGIM,ogim,1,OGIM,ogim,143183,NATURAL GAS FLARING DETECTIONS,,1
site_4740,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.37528,56.71814,site,OGIM,ogim,1,OGIM,ogim,136680,NATURAL GAS FLARING DETECTIONS,,1
site_4741,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.38894,56.68493,site,OGIM,ogim,1,OGIM,ogim,143187,NATURAL GAS FLARING DETECTIONS,,1
site_4742,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.40108,57.87512,site,OGIM,ogim,1,OGIM,ogim,135968,NATURAL GAS FLARING DETECTIONS,,1
site_4743,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.40965,55.74507,site,OGIM,ogim,1,OGIM,ogim,135188,NATURAL GAS FLARING DETECTIONS,,1
site_4744,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.4081,56.45106,site,OGIM,ogim,1,OGIM,ogim,137421,NATURAL GAS FLARING DETECTIONS,,1
site_4745,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.43263,55.74882,site,OGIM,ogim,1,OGIM,ogim,138306,NATURAL GAS FLARING DETECTIONS,,1
site_4746,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.43474,56.97655,site,OGIM,ogim,1,OGIM,ogim,142202,NATURAL GAS FLARING DETECTIONS,,1
site_4747,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.46301,56.14432,site,OGIM,ogim,1,OGIM,ogim,143181,NATURAL GAS FLARING DETECTIONS,,1
site_4748,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.45626,56.96608,site,OGIM,ogim,1,OGIM,ogim,141140 | 141323,NATURAL GAS FLARING DETECTIONS,,2
site_4749,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.46101,57.24578,site,OGIM,ogim,1,OGIM,ogim,137690,NATURAL GAS FLARING DETECTIONS,,1
site_4750,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.57476,56.92156,site,OGIM,ogim,1,OGIM,ogim,143188,NATURAL GAS FLARING DETECTIONS,,1
site_4751,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.66364,56.41231,site,OGIM,ogim,1,OGIM,ogim,136062,NATURAL GAS FLARING DETECTIONS,,1
site_4752,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.67114,56.63755,site,OGIM,ogim,1,OGIM,ogim,143185,NATURAL GAS FLARING DETECTIONS,,1
site_4753,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.71815,56.92366,site,OGIM,ogim,1,OGIM,ogim,143189,NATURAL GAS FLARING DETECTIONS,,1
site_4754,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.72902,57.32279,site,OGIM,ogim,1,OGIM,ogim,137613,NATURAL GAS FLARING DETECTIONS,,1
site_4755,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.75226,56.94418,site,OGIM,ogim,1,OGIM,ogim,143190,NATURAL GAS FLARING DETECTIONS,,1
site_4756,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.8181,56.56769,site,OGIM,ogim,1,OGIM,ogim,137638,NATURAL GAS FLARING DETECTIONS,,1
site_4757,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.83414,56.68167,site,OGIM,ogim,1,OGIM,ogim,135314,NATURAL GAS FLARING DETECTIONS,,1
site_4758,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.88871,55.94498,site,OGIM,ogim,1,OGIM,ogim,138885,NATURAL GAS FLARING DETECTIONS,,1
site_4759,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.89129,56.8473,site,OGIM,ogim,1,OGIM,ogim,135328,NATURAL GAS FLARING DETECTIONS,,1
site_4760,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.89701,56.70285,site,OGIM,ogim,1,OGIM,ogim,142556,NATURAL GAS FLARING DETECTIONS,,1
site_4761,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.90904,56.48325,site,OGIM,ogim,1,OGIM,ogim,136079,NATURAL GAS FLARING DETECTIONS,,1
site_4762,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.94382,56.03479,site,OGIM,ogim,1,OGIM,ogim,137872,NATURAL GAS FLARING DETECTIONS,,1
site_4763,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.93735,57.07408,site,OGIM,ogim,1,OGIM,ogim,135666,NATURAL GAS FLARING DETECTIONS,,1
site_4764,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,21.94986,56.59132,site,OGIM,ogim,1,OGIM,ogim,143184,NATURAL GAS FLARING DETECTIONS,,1
site_4765,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.03939,57.31449,site,OGIM,ogim,1,OGIM,ogim,138934,NATURAL GAS FLARING DETECTIONS,,1
site_4766,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.08183,55.9787,site,OGIM,ogim,1,OGIM,ogim,135638,NATURAL GAS FLARING DETECTIONS,,1
site_4767,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.093139999999998,57.3188,site,OGIM,ogim,1,OGIM,ogim,138680,NATURAL GAS FLARING DETECTIONS,,1
site_4768,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.14318,56.02045,site,OGIM,ogim,1,OGIM,ogim,140982,NATURAL GAS FLARING DETECTIONS,,1
site_4769,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.15786,56.02667,site,OGIM,ogim,1,OGIM,ogim,135319,NATURAL GAS FLARING DETECTIONS,,1
site_4770,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.16197,57.04534,site,OGIM,ogim,1,OGIM,ogim,135705,NATURAL GAS FLARING DETECTIONS,,1
site_4771,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.1717,55.98578,site,OGIM,ogim,1,OGIM,ogim,141858,NATURAL GAS FLARING DETECTIONS,,1
site_4772,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.16951,57.38972,site,OGIM,ogim,1,OGIM,ogim,140241,NATURAL GAS FLARING DETECTIONS,,1
site_4773,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.24927,56.23198,site,OGIM,ogim,1,OGIM,ogim,142496,NATURAL GAS FLARING DETECTIONS,,1
site_4774,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.29244,56.52752,site,OGIM,ogim,1,OGIM,ogim,137049,NATURAL GAS FLARING DETECTIONS,,1
site_4775,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.31952,56.4795,site,OGIM,ogim,1,OGIM,ogim,136171,NATURAL GAS FLARING DETECTIONS,,1
site_4776,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.32883,56.47059,site,OGIM,ogim,1,OGIM,ogim,135696,NATURAL GAS FLARING DETECTIONS,,1
site_4777,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.32804,56.48932,site,OGIM,ogim,1,OGIM,ogim,137461,NATURAL GAS FLARING DETECTIONS,,1
site_4778,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.34602,56.43417,site,OGIM,ogim,1,OGIM,ogim,136407,NATURAL GAS FLARING DETECTIONS,,1
site_4779,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.40397,56.98958,site,OGIM,ogim,1,OGIM,ogim,134904,NATURAL GAS FLARING DETECTIONS,,1
site_4780,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,22.43241,53.96697,site,OGIM,ogim,1,OGIM,ogim,136640,NATURAL GAS FLARING DETECTIONS,,1
site_4781,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.44215,56.70015,site,OGIM,ogim,1,OGIM,ogim,135329,NATURAL GAS FLARING DETECTIONS,,1
site_4782,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,22.52424,54.05047,site,OGIM,ogim,1,OGIM,ogim,135366,NATURAL GAS FLARING DETECTIONS,,1
site_4783,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,22.53975,53.92321,site,OGIM,ogim,1,OGIM,ogim,135651,NATURAL GAS FLARING DETECTIONS,,1
site_4784,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,22.60947,54.05889,site,OGIM,ogim,1,OGIM,ogim,134995,NATURAL GAS FLARING DETECTIONS,,1
site_4785,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.64207,59.43026,site,OGIM,ogim,1,OGIM,ogim,144377,NATURAL GAS FLARING DETECTIONS,,1
site_4786,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.66017,59.41065,site,OGIM,ogim,1,OGIM,ogim,144337,NATURAL GAS FLARING DETECTIONS,,1
site_4787,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,22.67464,54.13054,site,OGIM,ogim,1,OGIM,ogim,136575,NATURAL GAS FLARING DETECTIONS,,1
site_4788,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.67111,56.24683,site,OGIM,ogim,1,OGIM,ogim,135620,NATURAL GAS FLARING DETECTIONS,,1
site_4789,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,22.70547,39.03485,site,OGIM,ogim,1,OGIM,ogim,143553,NATURAL GAS FLARING DETECTIONS,,1
site_4790,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,22.72089,38.99687,site,OGIM,ogim,1,OGIM,ogim,143906,NATURAL GAS FLARING DETECTIONS,,1
site_4791,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,22.78224,54.72916,site,OGIM,ogim,1,OGIM,ogim,135154,NATURAL GAS FLARING DETECTIONS,,1
site_4792,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.78157,55.81522,site,OGIM,ogim,1,OGIM,ogim,135356,NATURAL GAS FLARING DETECTIONS,,1
site_4793,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.80258,55.84996,site,OGIM,ogim,1,OGIM,ogim,135668,NATURAL GAS FLARING DETECTIONS,,1
site_4794,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.87183,55.6129,site,OGIM,ogim,1,OGIM,ogim,137918,NATURAL GAS FLARING DETECTIONS,,1
site_4795,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.87685,55.37339,site,OGIM,ogim,1,OGIM,ogim,139051,NATURAL GAS FLARING DETECTIONS,,1
site_4796,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.88141,55.8526,site,OGIM,ogim,1,OGIM,ogim,143178,NATURAL GAS FLARING DETECTIONS,,1
site_4797,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.8782,55.92603,site,OGIM,ogim,1,OGIM,ogim,134976,NATURAL GAS FLARING DETECTIONS,,1
site_4798,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,22.90955,53.95107,site,OGIM,ogim,1,OGIM,ogim,138130,NATURAL GAS FLARING DETECTIONS,,1
site_4799,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,22.90539,54.81994,site,OGIM,ogim,1,OGIM,ogim,140861,NATURAL GAS FLARING DETECTIONS,,1
site_4800,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,22.92976,53.84013,site,OGIM,ogim,1,OGIM,ogim,142717,NATURAL GAS FLARING DETECTIONS,,1
site_4801,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,22.92727,55.80456,site,OGIM,ogim,1,OGIM,ogim,135305,NATURAL GAS FLARING DETECTIONS,,1
site_4802,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,22.96339,52.95511,site,OGIM,ogim,1,OGIM,ogim,142914,NATURAL GAS FLARING DETECTIONS,,1
site_4803,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,22.97923,46.83251,site,OGIM,ogim,1,OGIM,ogim,137452,NATURAL GAS FLARING DETECTIONS,,1
site_4804,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,SAUDI ARABIA,23.04969,47.23652,site,OGIM,ogim,1,OGIM,ogim,136716,NATURAL GAS FLARING DETECTIONS,,1
site_4805,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,23.1354,55.94912,site,OGIM,ogim,1,OGIM,ogim,138572,NATURAL GAS FLARING DETECTIONS,,1
site_4806,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,23.1535,55.44842,site,OGIM,ogim,1,OGIM,ogim,134805,NATURAL GAS FLARING DETECTIONS,,1
site_4807,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.16732,54.59703,site,OGIM,ogim,1,OGIM,ogim,138225,NATURAL GAS FLARING DETECTIONS,,1
site_4808,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,23.17856,55.49716,site,OGIM,ogim,1,OGIM,ogim,136521,NATURAL GAS FLARING DETECTIONS,,1
site_4809,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,23.19084,55.46022,site,OGIM,ogim,1,OGIM,ogim,134732,NATURAL GAS FLARING DETECTIONS,,1
site_4810,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.22887,54.1458,site,OGIM,ogim,1,OGIM,ogim,141272,NATURAL GAS FLARING DETECTIONS,,1
site_4811,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.24463,54.14276,site,OGIM,ogim,1,OGIM,ogim,136654,NATURAL GAS FLARING DETECTIONS,,1
site_4812,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.24008,54.71501,site,OGIM,ogim,1,OGIM,ogim,140965,NATURAL GAS FLARING DETECTIONS,,1
site_4813,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.25441,54.64532,site,OGIM,ogim,1,OGIM,ogim,142916,NATURAL GAS FLARING DETECTIONS,,1
site_4814,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.2774,54.22904,site,OGIM,ogim,1,OGIM,ogim,135516,NATURAL GAS FLARING DETECTIONS,,1
site_4815,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.27729,54.26049,site,OGIM,ogim,1,OGIM,ogim,135845,NATURAL GAS FLARING DETECTIONS,,1
site_4816,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.2943,54.2409,site,OGIM,ogim,1,OGIM,ogim,137526,NATURAL GAS FLARING DETECTIONS,,1
site_4817,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.31186,54.17938,site,OGIM,ogim,1,OGIM,ogim,135397,NATURAL GAS FLARING DETECTIONS,,1
site_4818,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.30677,54.19759,site,OGIM,ogim,1,OGIM,ogim,140796,NATURAL GAS FLARING DETECTIONS,,1
site_4819,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,23.3509,55.82247,site,OGIM,ogim,1,OGIM,ogim,136257,NATURAL GAS FLARING DETECTIONS,,1
site_4820,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,UNITED ARAB EMIRATES,23.38837,54.24582,site,OGIM,ogim,1,OGIM,ogim,142638,NATURAL GAS FLARING DETECTIONS,,1
site_4821,other_energy_site,Other Energy Site,12,#969696,N/A,N/A,OMAN,23.47885,55.81817,site,OGIM,ogim,1,OGIM,ogim,137470,NATURAL GAS FLARING DETECTIONS,,1
